,ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
30,1459,9.105,0,0.06737681,9,32.09,4,1985,2,0,0,87.0835
31,1146,9.5,1,0.022148582,10,194.9452,3,2009,1,2,2,2891.905
32,1452,12.5,0,0.006792707,9,42.4112,3,2009,1,2,2,484.3062
33,981,10.5,1,0.024870035,6,217.7508,5,1985,1,2,3,5587.6924
34,1005,5.78,0,0.096931426,1,164.2552,2,2007,2,1,1,2483.4717
35,814,15.7,1,0.008693632,10,205.098,5,1985,1,2,3,5991.0454
36,899,9.0,0,0.078961284,3,80.3644,5,1985,1,2,3,2334.0312
37,307,10.395,0,0.050479463,0,114.0176,0,1998,2,2,0,384.83652
38,1303,18.35,0,0.089485918,9,192.1504,2,2007,2,1,1,3144.9812
39,1288,8.85,0,0.01594238,9,103.3964,5,1985,1,2,3,2391.028
40,1289,21.1,0,0.029127115,9,143.3786,3,2009,1,2,2,1667.6582
41,1168,19.75,0,0.069236421,6,116.6466,0,1998,2,2,0,231.41824
42,1532,8.43,0,0.178699961,9,173.9422,2,2007,2,1,1,2807.873
43,1367,15.35,0,0.015740089,11,144.847,3,2009,1,2,2,2207.1274
44,740,6.71,0,0.059565107,1,217.2166,0,1998,2,2,0,214.69217
45,250,10.195,0,0.126277921,3,112.1886,1,1987,0,2,1,1720.9819
46,823,11.65,0,0.291322397,4,55.8298,0,1998,2,2,0,168.68451
47,1470,12.85,0,0.053433908,8,183.2608,6,2004,2,1,1,3058.913
48,380,12.15,0,0.131155007,5,248.146,6,2004,2,1,1,4025.07
49,984,18.25,0,0.075194929,13,124.9046,8,1997,2,0,1,2030.9211
50,65,5.98,0,0.075557965,7,57.0614,8,1997,2,0,1,892.3285
51,613,12.65,0,0.122928415,10,106.6938,1,1987,0,2,1,1701.2627
52,884,13.1,1,0.044442342,6,181.0318,2,2007,2,1,1,3190.2417
53,514,20.7,1,0.100741569,6,122.3388,2,2007,2,1,1,1990.9116
54,1042,8.365,1,0.039651481,6,188.7188,5,1985,1,2,3,5351.2354
55,392,7.855,0,0.011278673,3,188.8188,9,1999,1,0,1,3250.4702
56,149,13.35,1,0.0,13,179.666,1,1987,0,2,1,3234.2356
57,912,17.25,0,0.106952661,5,38.3822,1,1987,0,2,1,621.3676
58,610,12.692358974358976,1,0.129825457,13,263.2568,4,1985,2,0,0,753.5629
59,349,10.395,1,0.029947409,4,90.1514,7,2002,2,1,1,1376.661
60,1066,8.315,1,0.035565457,0,144.8444,6,2004,2,1,1,2447.4167
61,606,20.7,1,0.047760002,4,214.9876,2,2007,2,1,1,3710.7275
62,1530,6.38,0,0.015089147,9,141.347,5,1985,1,2,3,3367.177
63,816,21.35,0,0.07818366,6,96.8094,2,2007,2,1,1,1479.371
64,672,5.88,0,0.086632125,5,152.6998,7,2002,2,1,1,2198.5845
65,213,12.300000000000002,1,0.064306056,15,90.3804,5,1985,1,2,3,2500.3447
66,159,7.435,0,0.08493006,15,165.8158,2,2007,2,1,1,2484.649
67,1363,14.65,0,0.072066634,9,262.5594,8,1997,2,0,1,3891.1785
68,487,14.0,0,0.041256807,15,181.2634,1,1987,0,2,1,3434.2617
69,1511,18.2,0,0.058587558,9,221.6456,7,2002,2,1,1,3729.8333
70,1515,17.6,0,0.015711434,9,180.0976,9,1999,1,0,1,3247.0806
71,257,15.5,0,0.032714163,0,108.1938,5,1985,1,2,3,2512.5762
72,1213,7.71,1,0.047782552,4,122.3756,3,2009,1,2,2,1828.7521
73,61,7.81,0,0.067560171,14,245.2486,9,1999,1,0,1,4145.5825
74,1311,16.35,0,0.029505077,9,256.2646,7,2002,2,1,1,3521.9106
75,14,13.0,1,0.045076104,14,173.7054,7,2002,2,1,1,2791.271
76,1023,11.5,0,0.299544153,13,124.8704,4,1985,2,0,0,345.5085
77,228,13.35,0,0.139452413,5,148.6392,8,1997,2,0,1,2457.6558
78,139,15.75,0,0.246178257,7,252.4382,4,1985,2,0,0,551.6675
79,153,16.1,0,0.065128984,4,145.176,1,1987,0,2,1,2392.1223
80,11,17.85,0,0.024816585,14,152.6998,6,2004,2,1,1,2638.774
81,1072,5.34,1,0.005988175,13,100.6358,3,2009,1,2,2,1686.5068
82,1323,5.51,0,0.034473804,8,97.3726,8,1997,2,0,1,1630.8348
83,1004,6.61,1,0.028987582,13,188.6898,1,1987,0,2,1,3117.9338
84,1175,6.38,0,0.032078604,4,177.6344,2,2007,2,1,1,2862.9226
85,1052,16.1,1,0.013593151,6,108.9596,6,2004,2,1,1,1682.1058
86,956,13.65,0,0.015911432,1,230.5668,8,1997,2,0,1,3771.5386
87,205,19.2,1,0.005588601,15,225.5062,8,1997,2,0,1,3548.0664
88,851,8.71,0,0.139510771,3,46.2376,7,2002,2,1,1,831.6605
89,190,17.75,1,0.262504325,4,242.2538,0,1998,2,2,0,531.24054
90,671,19.35,1,0.0,10,165.7816,7,2002,2,1,1,2747.7507
91,1107,16.0,0,0.056783774,4,223.1404,5,1985,1,2,3,5956.326
92,779,19.7,0,0.041536279,5,107.7912,5,1985,1,2,3,2303.5012
93,985,6.44,0,0.079538056,1,99.47,3,2009,1,2,2,1403.047
94,1478,12.6,0,0.064057374,8,122.1414,1,1987,0,2,1,2006.8126
95,1223,7.935,0,0.017156262,4,48.135,8,1997,2,0,1,763.98444
96,682,18.25,0,0.054540968,13,140.4154,2,2007,2,1,1,2139.382
97,146,18.5,1,0.045648973,4,145.6102,3,2009,1,2,2,2012.0709
98,1230,6.035,1,0.065917194,0,185.724,7,2002,2,1,1,3279.855
99,1484,11.8,0,0.058687359,8,81.1618,1,1987,0,2,1,1111.0095
100,940,6.26,1,0.009908113,10,151.1366,3,2009,1,2,2,2161.7297
101,575,16.5,1,0.094395215,0,97.2068,2,2007,2,1,1,1575.9994
102,1221,15.7,1,0.02777326,3,169.279,2,2007,2,1,1,2869.6807
103,398,6.635,1,0.006326106,0,122.1098,8,1997,2,0,1,2113.3296
104,3,7.39,0,0.143990546,14,191.553,4,1985,2,0,0,523.60114
105,1278,7.39,0,0.09233359,9,250.6066,5,1985,1,2,3,6477.0723
106,1115,7.725,0,0.083661793,3,248.6092,4,1985,2,0,0,552.4338
107,625,14.0,1,0.042022999,13,53.064,9,1999,1,0,1,879.785
108,504,12.35,1,0.072044336,4,48.8692,5,1985,1,2,3,1393.3656
109,969,17.75,0,0.0,4,249.775,3,2009,1,2,2,3705.153
110,211,17.75,0,0.024404214,6,159.0262,0,1998,2,2,0,399.41455
111,744,8.155,0,0.119450639,10,190.653,8,1997,2,0,1,3120.8037
112,710,17.25,0,0.121917641,3,76.6986,0,1998,2,2,0,202.72224
113,332,9.5,1,0.131905128,5,232.0668,5,1985,1,2,3,5705.021
114,702,6.175,1,0.179043614,10,95.3752,6,2004,2,1,1,1515.3455
115,114,18.35,0,0.0152302,7,107.0938,5,1985,1,2,3,2399.6843
116,883,8.18,1,0.082401592,5,55.9588,8,1997,2,0,1,879.12787
117,1123,8.355,0,0.013917468,0,92.5462,1,1987,0,2,1,1454.4246
118,1204,6.905,1,0.038140213,4,96.3726,6,2004,2,1,1,1566.1372
119,603,20.35,0,0.054166556,13,116.9466,7,2002,2,1,1,1746.9644
120,908,20.85,0,0.03229139,0,178.766,5,1985,1,2,3,5065.7085
121,1409,19.25,0,0.108641498,9,33.0558,2,2007,2,1,1,584.2681
122,695,5.48,0,0.015105338,5,84.625,6,2004,2,1,1,1549.419
123,275,5.425,1,0.114650377,0,87.3514,9,1999,1,0,1,1638.7732
124,180,12.1,0,0.115342009,0,220.2114,3,2009,1,2,2,3335.5417
125,1230,6.035,1,0.0,0,186.424,5,1985,1,2,3,4480.5923
126,554,11.0,0,0.00896468,10,120.6756,7,2002,2,1,1,2052.8337
127,1074,5.765,0,0.082346376,0,38.8164,3,2009,1,2,2,557.96564
128,620,13.8,0,0.013318,3,110.1254,3,2009,1,2,2,1453.9027
129,620,13.8,0,0.01325293,3,108.2254,1,1987,0,2,1,1701.9468
130,1105,5.44,1,0.017131453,0,177.837,3,2009,1,2,2,2571.5833
131,327,12.8,0,0.022925594,6,116.4492,1,1987,0,2,1,1972.7932
132,1386,6.13,0,0.028316137,9,109.3912,6,2004,2,1,1,1737.8418
133,1201,8.195,0,0.052562923,0,93.9462,0,1998,2,2,0,247.44601
134,85,14.15,0,0.1837926,14,81.3276,9,1999,1,0,1,1275.4802
135,931,13.3,0,0.111296158,5,151.2708,4,1985,2,0,0,358.8471
136,783,16.75,0,0.029860799,13,39.5822,3,2009,1,2,2,478.05347
137,859,14.3,0,0.130617879,0,76.5328,9,1999,1,0,1,1260.1259
138,267,15.85,0,0.238990225,3,94.7094,4,1985,2,0,0,320.2869
139,1026,5.635,0,0.103186396,0,151.805,1,1987,0,2,1,2373.1863
140,45,5.73,0,0.0,14,188.3898,0,1998,2,2,0,691.3141
141,801,7.155,1,0.168186376,1,36.5874,8,1997,2,0,1,665.2881
142,131,15.2,0,0.050255855,14,97.3752,9,1999,1,0,1,1531.0739
143,1525,15.25,0,0.061173235,9,128.5968,6,2004,2,1,1,2139.4946
144,349,10.395,1,0.029881147,4,89.5514,6,2004,2,1,1,1453.071
145,1269,8.76,0,0.050154219,8,126.9336,7,2002,2,1,1,1969.5737
146,1306,9.13,0,0.051837621,9,152.6024,6,2004,2,1,1,2325.9187
147,507,11.1,0,0.11013617,6,189.7846,5,1985,1,2,3,4465.128
148,1272,19.6,0,0.024086626,9,106.0964,2,2007,2,1,1,1684.1234
149,1284,8.93,0,0.013115567,9,53.7614,5,1985,1,2,3,1512.7491
150,603,20.35,0,0.0,13,118.9466,9,1999,1,0,1,2135.791
151,623,10.0,0,0.038764258,6,246.2144,7,2002,2,1,1,3999.8796
152,1329,11.3,0,0.07986963,9,180.466,0,1998,2,2,0,427.54138
153,121,6.57,0,0.066057085,7,259.3278,6,2004,2,1,1,4355.868
154,1321,13.15,0,0.093044518,9,158.4604,3,2009,1,2,2,2374.594
155,878,4.635,0,0.140771867,1,129.4994,1,1987,0,2,1,2083.1472
156,717,10.6,1,0.033186809,2,49.1008,3,2009,1,2,2,656.50415
157,888,9.3,0,0.11139344,1,65.2826,9,1999,1,0,1,1045.8832
158,108,7.02,0,0.049966527,4,82.525,7,2002,2,1,1,1293.0939
159,83,13.8,0,0.097212998,4,58.293,9,1999,1,0,1,920.42737
160,1010,7.825,1,0.150863781,5,158.0288,2,2007,2,1,1,2525.5583
161,1394,19.1,0,0.091900406,11,182.5608,6,2004,2,1,1,2989.0908
162,430,7.51,0,0.017414576,6,231.101,1,1987,0,2,1,4057.707
163,875,8.85,0,0.053866912,6,183.0292,8,1997,2,0,1,3176.1128
164,1040,17.35,0,0.014714625,5,75.4038,9,1999,1,0,1,1171.5604
165,1240,17.75,0,0.127140836,0,110.5544,0,1998,2,2,0,264.53967
166,879,20.85,1,0.061923154,0,87.5514,5,1985,1,2,3,2264.728
167,564,16.6,0,0.122417514,6,174.3738,9,1999,1,0,1,2831.7744
168,898,15.15,0,0.0,0,150.4708,7,2002,2,1,1,2508.0212
169,553,5.46,1,0.053858378,3,186.924,0,1998,2,2,0,763.8279
170,290,9.5,1,0.048784266,15,188.5898,7,2002,2,1,1,3413.3984
171,1327,13.5,0,0.073080167,9,161.492,2,2007,2,1,1,2701.0674
172,1426,8.275,0,0.184602443,9,106.5306,0,1998,2,2,0,292.88815
173,646,10.8,1,0.080582001,0,39.4138,0,1998,2,2,0,137.96408
174,1026,5.635,0,0.103856487,0,151.305,2,2007,2,1,1,2368.285
175,430,7.51,0,0.017500079,6,228.801,3,2009,1,2,2,3189.6494
176,869,9.1,0,0.173275373,0,127.6362,5,1985,1,2,3,3359.992
177,843,20.35,0,0.083393481,10,180.6292,5,1985,1,2,3,4610.8604
178,732,9.8,1,0.0450476,0,36.4874,5,1985,1,2,3,1006.2116
179,48,10.800000000000002,0,0.051816577,14,236.4564,5,1985,1,2,3,5495.167
180,239,15.5,1,0.026297031,6,102.7332,6,2004,2,1,1,1750.1971
181,385,4.905,0,0.117808305,3,198.5768,3,2009,1,2,2,2862.5637
182,406,9.285,1,0.049270974,5,243.9144,6,2004,2,1,1,4047.5405
183,1294,8.97,0,0.093540749,9,55.4956,2,2007,2,1,1,837.3982
184,1388,18.75,0,0.087105823,8,108.228,0,1998,2,2,0,301.70276
185,1396,8.895,0,0.0,9,110.9544,9,1999,1,0,1,1820.947
186,373,16.35,0,0.068068082,6,199.1426,6,2004,2,1,1,3342.5078
187,361,10.195,1,0.01761655,15,239.4538,1,1987,0,2,1,3906.3044
188,87,9.5,0,0.040898157,7,225.2088,9,1999,1,0,1,3937.066
189,1318,12.1,0,0.079791176,9,169.5106,6,2004,2,1,1,2765.662
190,637,12.5,0,0.031049674,6,101.399,8,1997,2,0,1,1682.1488
191,954,15.2,0,0.019112323,13,236.2248,3,2009,1,2,2,2786.4814
192,1026,5.635,0,0.103272336,0,151.205,8,1997,2,0,1,2342.128
193,496,8.42,1,0.054001526,3,227.8352,4,1985,2,0,0,757.5298
194,866,8.895,1,0.081073148,13,51.2008,6,2004,2,1,1,853.37006
195,1276,8.02,0,0.019774239,9,154.5972,5,1985,1,2,3,3871.2476
196,770,15.1,1,0.153038134,6,219.0456,4,1985,2,0,0,627.55664
197,248,6.89,1,0.13720009,13,191.882,2,2007,2,1,1,3159.0735
198,1246,16.25,0,0.02573698,6,169.3474,8,1997,2,0,1,2750.3303
199,1234,8.935,0,0.070354806,5,53.9298,4,1985,2,0,0,170.47859
200,896,17.6,1,0.047028483,13,118.3782,5,1985,1,2,3,2888.725
201,20,13.85,0,0.030857538,14,140.6154,7,2002,2,1,1,2174.8406
202,1043,16.75,0,0.045302246,13,189.1556,2,2007,2,1,1,3394.2832
203,591,18.0,0,0.073341257,3,155.7972,7,2002,2,1,1,2481.7544
204,186,9.21,0,0.00880049,6,123.0414,3,2009,1,2,2,1777.505
205,664,20.85,0,0.039562497,10,118.1808,8,1997,2,0,1,1777.407
206,623,10.0,0,0.038745948,6,245.0144,9,1999,1,0,1,3984.4934
207,695,5.48,0,0.015193653,5,82.825,2,2007,2,1,1,1485.5614
208,577,19.25,1,0.027075481,10,195.611,6,2004,2,1,1,3307.993
209,353,18.5,0,0.052068722,13,117.0124,8,1997,2,0,1,1788.2445
210,465,15.699999999999998,1,0.114010306,3,112.2202,5,1985,1,2,3,3278.6228
211,1280,10.695,0,0.111641021,9,38.8848,4,1985,2,0,0,114.21457
212,814,15.7,1,0.008771522,10,205.798,3,2009,1,2,2,3221.221
213,198,20.25,1,0.103304968,3,92.612,2,2007,2,1,1,1557.9724
214,847,10.8,0,0.028919203,13,240.9222,1,1987,0,2,1,3886.8843
215,1393,18.5,0,0.034136703,11,130.0284,2,2007,2,1,1,2162.6504
216,641,11.8,1,0.045393469,10,102.2674,4,1985,2,0,0,268.7722
217,951,9.695,1,0.047199898,5,244.9144,5,1985,1,2,3,6607.8364
218,591,18.0,0,0.07319282,3,154.2972,8,1997,2,0,1,2470.115
219,1540,10.5,0,0.011287929,9,238.9248,8,1997,2,0,1,3756.9128
220,84,14.7,0,0.036628533,7,145.6128,4,1985,2,0,0,388.05063
221,1089,14.0,1,0.105057952,5,141.1812,1,1987,0,2,1,2245.6306
222,669,15.6,1,0.0,13,169.2132,8,1997,2,0,1,2899.3992
223,860,11.6,0,0.017741644,3,178.3686,6,2004,2,1,1,3053.3916
224,1319,16.25,0,0.039225553,9,116.2176,7,2002,2,1,1,1894.8507
225,241,20.5,0,0.141766029,15,87.4172,6,2004,2,1,1,1467.3987
226,1132,5.035,1,0.080236064,1,226.4036,3,2009,1,2,2,3375.6218
227,1261,17.6,0,0.082332074,8,160.392,8,1997,2,0,1,2594.522
228,818,18.25,0,0.136085739,13,259.8962,4,1985,2,0,0,506.99173
229,270,8.68,0,0.008885672,5,96.9384,2,2007,2,1,1,1582.4934
230,1189,17.5,0,0.0,13,255.2356,1,1987,0,2,1,4055.4475
231,159,7.435,0,0.141355941,15,168.5158,0,1998,2,2,0,396.8121
232,316,8.71,0,0.121227447,3,95.2778,6,2004,2,1,1,1607.5697
233,1072,5.34,1,0.005975976,13,100.8358,7,2002,2,1,1,1799.6014
234,1034,10.695,1,0.011425458,13,73.6038,8,1997,2,0,1,1221.383
235,907,14.8,1,0.043961689,1,109.157,9,1999,1,0,1,1736.7399
236,1506,18.0,0,0.01949589,8,127.8994,2,2007,2,1,1,2163.3103
237,1361,12.15,0,0.029523375,9,117.215,8,1997,2,0,1,1909.3699
238,401,6.865,1,0.062751586,5,244.2486,4,1985,2,0,0,579.4588
239,411,21.2,1,0.0,15,173.0738,2,2007,2,1,1,3125.1711
240,280,8.3,0,0.059175953,6,37.8506,0,1998,2,2,0,108.85635
241,1410,9.06,0,0.009831566,11,211.156,2,2007,2,1,1,3823.3396
242,509,5.095,1,0.216762584,13,142.2838,0,1998,2,2,0,263.46024
243,1085,11.15,0,0.057254675,0,104.0622,2,2007,2,1,1,1659.597
244,1072,5.34,1,0.0,13,101.0358,0,1998,2,2,0,264.80316
245,1168,19.75,0,0.041598912,6,118.0466,2,2007,2,1,1,1944.4517
246,27,19.6,0,0.024206741,4,47.0718,1,1987,0,2,1,780.4887
247,1280,10.695,0,0.063862271,9,38.1848,9,1999,1,0,1,642.092
248,459,9.42,1,0.073484791,5,63.6194,0,1998,2,2,0,167.3274
249,689,13.5,1,0.125983278,13,264.691,2,2007,2,1,1,3762.2693
250,991,19.35,1,0.058161092,6,239.4564,7,2002,2,1,1,3906.1711
251,1111,9.0,0,0.1092139,13,175.037,0,1998,2,2,0,420.25418
252,451,11.6,1,0.138195491,5,83.1276,4,1985,2,0,0,237.7329
253,1103,20.75,0,0.007595816,13,104.4622,2,2007,2,1,1,1705.032
254,265,15.0,0,0.11956313,13,227.2694,2,2007,2,1,1,3782.581
255,1458,17.85,0,0.018020588,8,94.4094,6,2004,2,1,1,1597.8445
256,61,7.81,0,0.067442541,14,244.7486,6,2004,2,1,1,4105.3926
257,269,11.15,1,0.008239804,4,152.2708,5,1985,1,2,3,4394.6045
258,1164,12.1,0,0.030127406,3,74.567,8,1997,2,0,1,1204.6414
259,1181,17.6,1,0.016014343,1,44.0402,1,1987,0,2,1,595.1746
260,487,14.0,0,0.041524729,15,181.7634,2,2007,2,1,1,3550.3486
261,1487,15.1,0,0.055926872,9,141.4496,9,1999,1,0,1,2310.7722
262,1179,14.5,1,0.097597084,13,158.5262,3,2009,1,2,2,2479.9368
263,243,18.1,0,0.177107232,4,157.5288,5,1985,1,2,3,3964.5676
264,958,20.25,1,0.0,3,186.4924,9,1999,1,0,1,3130.0393
265,1491,9.0,0,0.019506654,9,169.5474,8,1997,2,0,1,2920.3699
266,1498,11.8,0,0.022936556,8,177.6686,3,2009,1,2,2,2557.739
267,1528,20.25,0,0.02610006,9,182.8976,2,2007,2,1,1,3043.3748
268,800,7.51,0,0.103974431,13,112.1544,9,1999,1,0,1,1767.9352
269,424,10.695,1,0.086360962,13,153.7972,5,1985,1,2,3,3924.4958
270,557,17.85,0,0.011298801,13,213.256,2,2007,2,1,1,3883.3018
271,1282,9.1,0,0.055541153,9,115.6518,7,2002,2,1,1,1808.41
272,1518,10.0,0,0.088720803,8,144.4102,5,1985,1,2,3,3622.0354
273,1481,5.88,0,0.024866609,9,148.3392,1,1987,0,2,1,2351.195
274,134,15.0,0,0.064129493,7,45.906,6,2004,2,1,1,811.00397
275,492,16.1,0,0.100213917,6,79.0328,6,2004,2,1,1,1333.1547
276,177,21.25,0,0.155621254,13,178.237,9,1999,1,0,1,2364.8767
277,746,21.1,1,0.161832494,6,65.7168,7,2002,2,1,1,940.0189
278,1154,11.8,1,0.170283492,3,115.1834,8,1997,2,0,1,1861.1099
279,914,15.15,1,0.012313256,13,132.8284,3,2009,1,2,2,1956.8827
280,64,17.25,0,0.0,4,94.812,5,1985,1,2,3,2286.2432
281,170,5.985,0,0.005689466,0,186.6924,3,2009,1,2,2,2603.2786
282,1306,9.13,0,0.052140695,9,153.4024,2,2007,2,1,1,2443.079
283,399,9.0,1,0.050579228,3,151.3024,9,1999,1,0,1,2456.228
284,406,9.285,1,0.04904165,5,245.5144,5,1985,1,2,3,6195.17
285,969,17.75,0,0.034806679,4,250.175,9,1999,1,0,1,4061.7046
286,1191,8.6,1,0.095395258,1,131.131,4,1985,2,0,0,332.82202
287,499,7.325,0,0.093530571,6,90.4146,9,1999,1,0,1,1391.8333
288,16,12.1,1,0.061124626,14,56.4614,1,1987,0,2,1,840.83246
289,625,14.0,1,0.0,13,54.864,8,1997,2,0,1,932.05194
290,447,12.85,0,0.121624114,13,42.2428,1,1987,0,2,1,653.9034
291,143,7.535,0,0.081719458,14,118.444,1,1987,0,2,1,2096.0845
292,1444,16.35,0,0.01336643,11,105.228,8,1997,2,0,1,1679.7943
293,695,5.48,0,0.015035032,5,84.025,5,1985,1,2,3,2150.3047
294,962,11.1,0,0.059557164,6,149.2366,5,1985,1,2,3,3836.6042
295,1262,19.2,0,0.077443049,9,194.511,1,1987,0,2,1,3096.1936
296,996,18.85,0,0.055470721,0,132.1284,7,2002,2,1,1,2068.3208
297,1387,14.5,0,0.019514867,11,165.121,7,2002,2,1,1,2719.7097
298,836,6.46,1,0.08228859,6,144.4102,0,1998,2,2,0,353.43555
299,110,14.15,0,0.036090136,14,41.1138,3,2009,1,2,2,544.9418
300,1333,20.25,0,0.098645981,9,244.746,0,1998,2,2,0,567.6512
301,25,15.7,0,0.03744271,14,181.1634,2,2007,2,1,1,3084.3289
302,1314,20.25,0,0.147933567,9,235.3616,8,1997,2,0,1,3386.9841
303,433,9.6,0,0.084937598,0,105.028,6,2004,2,1,1,1687.4426
304,630,20.5,0,0.020601136,6,91.683,6,2004,2,1,1,1421.6007
305,628,12.35,1,0.158439388,10,156.0946,6,2004,2,1,1,2538.0745
306,1492,5.485,0,0.0,8,165.7842,5,1985,1,2,3,3728.41
307,1441,15.75,0,0.135072801,9,99.17,8,1997,2,0,1,1631.2388
308,867,19.2,0,0.035156307,13,179.1318,1,1987,0,2,1,2693.1155
309,211,17.75,0,0.014509564,6,157.4262,5,1985,1,2,3,4425.7646
310,472,9.395,1,0.100315391,0,85.8856,1,1987,0,2,1,1424.4287
311,1511,18.2,0,0.058420325,9,221.4456,1,1987,0,2,1,3863.9504
312,1271,19.0,0,0.027096298,9,128.6336,3,2009,1,2,2,1838.4673
313,1058,4.805,1,0.037912667,4,125.8704,2,2007,2,1,1,2147.405
314,1288,8.85,0,0.016110572,9,104.2964,2,2007,2,1,1,1682.0986
315,644,11.65,1,0.076158144,13,82.9908,3,2009,1,2,2,1130.2623
316,188,9.395,0,0.104338095,13,236.8932,2,2007,2,1,1,3734.5723
317,572,9.695,0,0.129998012,6,185.1898,8,1997,2,0,1,3093.9563
318,761,18.7,1,0.0,5,231.201,7,2002,2,1,1,3845.871
319,1071,20.75,0,0.024247803,6,123.973,3,2009,1,2,2,1796.1832
320,902,8.89,0,0.005483027,5,100.4016,9,1999,1,0,1,1564.4287
321,1478,12.6,0,0.064371885,8,119.8414,3,2009,1,2,2,1769.0259
322,1373,12.6,0,0.082684949,9,176.6054,1,1987,0,2,1,2955.976
323,237,13.1,1,0.098984923,5,198.2768,7,2002,2,1,1,3004.8691
324,375,9.3,1,0.014016743,13,196.8084,6,2004,2,1,1,3082.4565
325,725,5.15,1,0.060880827,10,124.4388,5,1985,1,2,3,3265.4773
326,294,17.7,1,0.068511767,6,83.2276,0,1998,2,2,0,211.35951
327,1210,17.85,0,0.0,13,127.502,7,2002,2,1,1,2173.4128
328,1234,8.935,0,0.04017515,5,54.1298,6,2004,2,1,1,917.0023
329,309,11.15,0,0.120441348,4,43.7744,3,2009,1,2,2,538.53894
330,1528,20.25,0,0.045440803,9,179.5976,4,1985,2,0,0,549.19916
331,764,11.1,0,0.135906738,13,217.9482,2,2007,2,1,1,3368.7944
332,1047,10.0,0,0.025973288,3,264.3226,2,2007,2,1,1,4364.4424
333,1172,4.88,1,0.23372937,0,52.4298,4,1985,2,0,0,177.03969
334,1422,12.8,0,0.091552173,11,107.1938,2,2007,2,1,1,1693.2491
335,822,9.895,1,0.028883289,3,116.6492,2,2007,2,1,1,1905.6865
336,901,13.35,0,0.03236252,10,62.0194,2,2007,2,1,1,973.90717
337,743,7.785,0,0.139835844,4,104.7306,7,2002,2,1,1,1622.0426
338,1269,8.76,0,0.049810328,8,129.2336,5,1985,1,2,3,3559.632
339,373,16.35,0,0.068466049,6,197.1426,2,2007,2,1,1,3341.6326
340,666,11.5,0,0.073178424,6,189.153,3,2009,1,2,2,2766.8909
341,126,15.2,0,0.113535259,14,36.0848,2,2007,2,1,1,664.92725
342,658,19.35,0,0.026222599,6,169.0474,9,1999,1,0,1,2802.5005
343,112,19.5,1,0.0,14,233.1958,8,1997,2,0,1,3677.8784
344,1052,16.1,1,0.01361686,6,107.2596,9,1999,1,0,1,1626.7161
345,66,8.575,0,0.023770288,14,107.728,5,1985,1,2,3,2467.1606
346,146,18.5,1,0.045720935,4,145.6102,2,2007,2,1,1,2428.6562
347,384,20.85,0,0.097145513,15,223.8746,5,1985,1,2,3,7495.951
348,1129,15.1,1,0.099858247,6,146.4786,8,1997,2,0,1,2494.1565
